ID	peaks-ENCFF128AKC.mapped.json	peaks-ENCFF663QIZ.mapped.json	strand	peak-union	counts-ENCFF128AKC.mapped.json	counts-ENCFF663QIZ.mapped.json	count-union	union-max-diff	aliases	object_type	display_name	biotype	description	seq_region_name	parent	is_canonical
ENSG00000198369	{'chr2:65431171-65431217'}		-	{'chr2:65431171-65431217'}	1	0	1	0	"[""Spred-2"",""FLJ31917"",""FLJ21897""]"	Gene	SPRED2	protein_coding	sprouty related EVH1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17722]	2		
ENSG00000198818	{'chr6:166342418-166342492'}		-	{'chr6:166342418-166342492'}	1	0	1	0	"[""MGC19825"",""C6orf83"",""pRGR1""]"	Gene	SFT2D1	protein_coding	SFT2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21102]	6		
ENSG00000198830	{'chr1:26472717-26472835'}		+	{'chr1:26472717-26472835'}	1	0	1	0	"[""HMG17""]"	Gene	HMGN2	protein_coding	high mobility group nucleosomal binding domain 2 [Source:HGNC Symbol;Acc:HGNC:4986]	1		
ENSG00000203618	{'chr22:19724337-19724401'}		+	{'chr22:19724337-19724401'}	1	0	1	0	"[""CD42c"",""GPIbbeta""]"	Gene	GP1BB	protein_coding	glycoprotein Ib platelet subunit beta [Source:HGNC Symbol;Acc:HGNC:4440]	22		
ENSG00000204054	{'chr9:129498281-129498349'}		+	{'chr9:129498281-129498349'}	1	0	1	0	"[""MetaLnc9""]"	Gene	LINC00963	lncRNA	long intergenic non-protein coding RNA 963 [Source:HGNC Symbol;Acc:HGNC:48716]	9		
ENSG00000204394	{'chr6:31793048-31793121'}		-	{'chr6:31793048-31793121'}	1	0	1	0	"[""VARS"",""VARS2""]"	Gene	VARS1	protein_coding	valyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:12651]	6		
ENSG00000204842	{'chr12:111598379-111598444'}		-	{'chr12:111598379-111598444'}	1	0	1	0	"[""ATX2"",""TNRC13"",""SCA2""]"	Gene	ATXN2	protein_coding	ataxin 2 [Source:HGNC Symbol;Acc:HGNC:10555]	12		
ENSG00000205307	{'chr7:100573723-100573809'}		-	{'chr7:100573723-100573809'}	1	0	1	0	"[""FLJ00248""]"	Gene	SAP25	protein_coding	Sin3A associated protein 25 [Source:HGNC Symbol;Acc:HGNC:41908]	7		
ENSG00000205903	{'chr7:6642643-6642744'}		+	{'chr7:6642643-6642744'}	1	0	1	0	"[""ENST00000305834"",""MZF-3""]"	Gene	ZNF316	protein_coding	zinc finger protein 316 [Source:HGNC Symbol;Acc:HGNC:13843]	7		
ENSG00000207507		{'chr19:893557-893589'}	+	{'chr19:893557-893589'}	0	1	1	0	"[""U6-9""]"	Gene	RNU6-9	snRNA	RNA, U6 small nuclear 9 [Source:HGNC Symbol;Acc:HGNC:34269]	19		
ENSG00000209082		{'chrM:3237-3270'}	+	{'chrM:3237-3270'}	0	1	1	0	"[""TRNL1"",""MTTL1""]"	Gene	MT-TL1	Mt_tRNA	mitochondrially encoded tRNA-Leu (UUA/G) 1 [Source:HGNC Symbol;Acc:HGNC:7490]	MT		
ENSG00000210117	{'chrM:5533-5566'}		+	{'chrM:5533-5566'}	1	0	1	0	"[""trnW"",""MTTW""]"	Gene	MT-TW	Mt_tRNA	mitochondrially encoded tRNA-Trp (UGA/G) [Source:HGNC Symbol;Acc:HGNC:7501]	MT		
ENSG00000211450	{'chr11:57741801-57741876'}		+	{'chr11:57741801-57741876'}	1	0	1	0	"[""SELH"",""C11orf31""]"	Gene	SELENOH	protein_coding	selenoprotein H [Source:HGNC Symbol;Acc:HGNC:18251]	11		
ENSG00000214050		{'chr8:28461079-28461116'}	-	{'chr8:28461079-28461116'}	0	1	1	0	"[""FBX16""]"	Gene	FBXO16	protein_coding	F-box protein 16 [Source:HGNC Symbol;Acc:HGNC:13618]	8		
ENSG00000214078	{'chr20:35664716-35664881'}		-	{'chr20:35664716-35664881'}	1	0	1	0	"[""CPN1""]"	Gene	CPNE1	protein_coding	copine 1 [Source:HGNC Symbol;Acc:HGNC:2314]	20		
ENSG00000214193	{'chr1:36321918-36321995'}		+	{'chr1:36321918-36321995'}	1	0	1	0	"[""C1orf113"",""FLJ22938""]"	Gene	SH3D21	protein_coding	SH3 domain containing 21 [Source:HGNC Symbol;Acc:HGNC:26236]	1		
ENSG00000225190	{'chr17:45449206-45449272'}		-	{'chr17:45449206-45449272'}	1	0	1	0	"[""KIAA0356""]"	Gene	PLEKHM1	protein_coding	pleckstrin homology and RUN domain containing M1 [Source:HGNC Symbol;Acc:HGNC:29017]	17		
ENSG00000232907	{'chr20:36546527-36546557'}		-	{'chr20:36546527-36546557'}	1	0	1	0	"[""CCAT7""]"	Gene	DLGAP4-AS1	lncRNA	DLGAP4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51223]	20		
ENSG00000235111	{'chr22:49614140-49614181'}		-	{'chr22:49614140-49614181'}	1	0	1	0	"[""""]"	Gene		lncRNA	novel transcript	22		
ENSG00000235790		{'chr1:31656807-31656839'}	+	{'chr1:31656807-31656839'}	0	1	1	0	"[""""]"	Gene	PEF1-AS1	lncRNA	PEF1 and COL16A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40154]	1		
ENSG00000242590	{'chr1:1055214-1055262'}		+	{'chr1:1055214-1055262'}	1	0	1	0	"[""""]"	Gene		lncRNA	novel transcript	1		
ENSG00000244462	{'chr20:35664716-35664881'}		-	{'chr20:35664716-35664881'}	1	0	1	0	"[""SWAN"",""HRIHFB2091"",""KIAA0765""]"	Gene	RBM12	protein_coding	RNA binding motif protein 12 [Source:HGNC Symbol;Acc:HGNC:9898]	20		
ENSG00000245532	{'chr11:65427321-65427355'}		+	{'chr11:65427321-65427355'}	1	0	1	0	"[""VINC"",""LINC00084"",""MENepsilon/beta"",""NCRNA00084"",""TP53LC15"",""TncRNA""]"	Gene	NEAT1	lncRNA	nuclear paraspeckle assembly transcript 1 [Source:HGNC Symbol;Acc:HGNC:30815]	11		
ENSG00000248508	{'chr15:40050640-40050722'}		+	{'chr15:40050640-40050722'}	1	0	1	0	"[""SRP14-AS1""]"	Gene	SRP14-DT	lncRNA	SRP14 divergent transcript [Source:HGNC Symbol;Acc:HGNC:48619]	15		
ENSG00000249915	{'chr5:282367-282445'}		+	{'chr5:282367-282445'}	1	0	1	0	"[""PEF1B"",""ALG-2""]"	Gene	PDCD6	protein_coding	programmed cell death 6 [Source:HGNC Symbol;Acc:HGNC:8765]	5		
ENSG00000250062		{'chr4:86159057-86159087'}	+	{'chr4:86159057-86159087'}	0	1	1	0	"[""""]"	Gene	MAPK10-AS1	lncRNA	MAPK10 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40359]	4		
ENSG00000250954		{'chr4:34014998-34015039'}	-	{'chr4:34014998-34015039'}	0	1	1	0	"[""""]"	Gene		lncRNA	novel transcript	4		
ENSG00000251165	{'chr4:186476422-186476509'}		-	{'chr4:186476422-186476509'}	1	0	1	0	"[""""]"	Gene	F11-AS1	lncRNA	F11 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27725]	4		
ENSG00000254732	{'chr11:57741801-57741876'}		+	{'chr11:57741801-57741876'}	1	0	1	0	"[""""]"	Gene		protein_coding	novel protein, C11orf31-CTNND1 readthrough	11		
ENSG00000257923	{'chr7:101817770-101817839'}		+	{'chr7:101817770-101817839'}	1	0	1	0	"[""CDP/Cut"",""Clox"",""GOLIM6"",""CDP/Cux"",""CDP"",""CUX"",""CASP"",""Cux/CDP"",""CUTL1"",""CUT"",""CDP1""]"	Gene	CUX1	protein_coding	cut like homeobox 1 [Source:HGNC Symbol;Acc:HGNC:2557]	7		
ENSG00000260032	{'chr20:36050790-36050852'}		-	{'chr20:36050790-36050852'}	1	0	1	0	"[""LINC00657""]"	Gene	NORAD	lncRNA	non-coding RNA activated by DNA damage [Source:HGNC Symbol;Acc:HGNC:44311]	20		
ENSG00000262302	{'chr17:7251295-7251357'}		-	{'chr17:7251295-7251357'}	1	0	1	0	"[""""]"	Gene		protein_coding	novel protein	17		
ENSG00000268746	{'chr19:47672617-47672760'}		+	{'chr19:47672617-47672760'}	1	0	1	0	"[""""]"	Gene		lncRNA	novel transcript	19		
ENSG00000269095	{'chr19:17245207-17245351'}		-	{'chr19:17245207-17245351'}	1	0	1	0	"[""""]"	Gene		protein_coding	novel protein	19		
ENSG00000271793	{'chr6:85642942-85643002'}		-	{'chr6:85642942-85643002'}	1	0	1	0	"[""""]"	Gene		protein_coding	novel protein, SYNCRIP-SNX14 readthrough	6		
ENSG00000272297	{'chr4:186476422-186476509'}		-	{'chr4:186476422-186476509'}	1	0	1	0	"[""""]"	Gene		protein_coding	novel protein	4		
ENSG00000272679	{'chr9:136807968-136808018'}		+	{'chr9:136807968-136808018'}	1	0	1	0	"[""""]"	Gene		lncRNA	novel transcript	9		
ENSG00000272897	{'chr20:35664716-35664881'}		-	{'chr20:35664716-35664881'}	1	0	1	0	"[""""]"	Gene		protein_coding	novel protein	20		
ENSG00000273066	{'chr9:136807968-136808018'}		+	{'chr9:136807968-136808018'}	1	0	1	0	"[""""]"	Gene		lncRNA	novel transcript	9		
ENSG00000273269	{'chr2:47175742-47175819'}		-	{'chr2:47175742-47175819'}	1	0	1	0	"[""""]"	Gene		protein_coding	novel transcript	2		
ENSG00000275162	{'chr19:956439-956487'}		+	{'chr19:956439-956487'}	1	0	1	0	"[""""]"	Gene		lncRNA	novel transcript, sense intronic to ARID3A	19		
ENSG00000284874	{'chr22:19724337-19724401'}		+	{'chr22:19724337-19724401'}	1	0	1	0	"[""""]"	Gene		protein_coding	novel transcript	22		
ENSG00000284989	{'chr1:43872316-43872401'}		+	{'chr1:43872316-43872401'}	1	0	1	0	"[""""]"	Gene		protein_coding	novel transcript	1		
ENSG00000286001	{'chr5:282367-282445'}		+	{'chr5:282367-282445'}	1	0	1	0	"[""""]"	Gene		protein_coding	novel protein	5		
ENSG00000288534	{'chr11:57741801-57741876'}		+	{'chr11:57741801-57741876'}	1	0	1	0	"[""""]"	Gene		protein_coding	TMX2-CTNND1 readthrough (NMD candidate)	11		
ENSG00000288622	{'chr5:282367-282445'}		+	{'chr5:282367-282445'}	1	0	1	0	"[""""]"	Gene	PDCD6-AHRR	protein_coding	PDCD6-AHRR readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:54724]	5		
ENSG00000289694	{'chr1:22052961-22053022'}		+	{'chr1:22052961-22053022'}	1	0	1	0	"[""""]"	Gene		protein_coding	novel protein	1		
ENSG00000290226		{'chr20:63895400-63895529'}	+	{'chr20:63895400-63895529'}	0	1	1	0	"[""""]"	Gene		lncRNA	novel transcript	20		
ENSG00000290928	{'chr17:30709907-30709950'}		+	{'chr17:30709907-30709950'}	1	0	1	0	"[""""]"	Gene		lncRNA	novel transcript	17		
